qd1,qd2,phrase1,phrase2,label
893,894,but i could nt see nobodi atal at first until i look down and around the door lower the lamp,he look like a drownd puppi in them overal without no hat splash up to hi knee where he had walk them four mile in the mud,faulkner
895,896,who is it vernon,cora say,faulkner
897,898,he look at me hi eye round and black in the middl like when you throw a light in a owl s face,you mind that ere fish he say,faulkner
899,900,come in the hous i say,what is it,faulkner
901,902,he stood kind of around behind the door in the dark,the rain wa blow onto the lamp hiss on it so i am scare everi minut it ll break,faulkner
903,904,you wa there he say,you seen it,faulkner
905,906,then cora come to the door,you come right in outen the rain she say pull him in and him watch me,faulkner
907,908,he look just like a drownd puppi,i told you cora say,faulkner
909,910,i told you it wa ahappen,you go and hitch,faulkner
911,912,but he aint said i say,he look at me drip onto the floor,faulkner
913,914,he s aruin the rug cora say,you go get the team while i take him to the kitchen,faulkner
915,916,but he hung back drip watch me with them eye,you wa there,faulkner
917,918,you seen it lay there,cash is fix to nail her up and it wa alay right there on the ground,faulkner
919,920,you seen it,you seen the mark in the dirt,faulkner
921,922,the rain never come up till after i wa acom here,so we can get back in time,faulkner
923,924,i be durn if it did nt give me the creep even when i did nt know yet,but cora did,faulkner
925,926,you get that team quick as you can she say,he s outen hi head with grief and worri,faulkner
927,928,i be durn if it did nt give me the creep,now and then a fellow get to think,faulkner
929,930,about all the sorrow and afflict in thi world how it s liabl to strike anywher like lightn,i reckon it doe take a power trust in the lord to guard a fellow though sometim i think that cora s a mite overcauti like she wa tri to crowd the other folk away and get in closer than anybodi els,faulkner
931,932,now and then a fellow get to think about it not often though,which is a good thing,faulkner
933,934,for the lord aim for him to do and not to spend too much time think becaus hi brain it s like a piec of machineri it wont stand a whole lot of rack,it s best when it all run along the same do the day s work and not no one part use no more than need,faulkner
935,936,i have said and i say again that s ever live thing the matter with darl he just think by himself too much,cora s right when she say all he need is a wife to straighten him out,faulkner
937,938,and when i think about that i think that if noth but be marri will help a man he s durn nigh hopeless,she wa dress on top of her nightgownd with a shawl over her head and her umbrella and her bibl wrap up in the oilcloth and him sit on a upturn bucket on the stovezinc where she had put him drip onto the floor,faulkner
939,940,cant get noth outen him except about a fish she say,it s a judgment on them,faulkner
941,942,i see the hand of the lord upon thi boy for ans bundren judgment and warn,the rain never come up till after i left he say,faulkner
943,944,i had done left,i wa on the way,faulkner
945,946,and so it wa there in the dust you seen it cash is fix to nail her but you seen it,when we got there it wa rain hard and him sit on the seat between us wrap up in cora s shawl,faulkner
947,948,he had nt said noth els just sit there with cora hold the umbrella over him,now and then cora would stop sing long enough to say it s a judgment on ans bundren,faulkner
949,950,may it show him the path of sin he is atrod,then she would sing again and him sit there between us lean forward a littl like the mule could nt go fast enough to suit him,faulkner
951,952,it wa lay right yonder he say but the rain come up after i taken and left,twice he did it and him so dead for sleep that cora say hi face look like one of these here christma mast that had done been buri a while and then dug up until at last they put her into it and nail it down so he could nt open the window on her no more,faulkner
953,954,and the next morn they found him in hi shirt tail lay asleep on the floor like a fell steer and the top of the box bore clean full of hole and cash s new auger broke off in the last one,when they taken the lid off they found that two of them had bore on into her face,faulkner
955,956,if it s a judgment it aint right,becaus the lord s got more to do than that,faulkner
957,958,he s bound to have,becaus die onli burden ans bundren s ever had is himself,faulkner
959,960,and when folk talk him low i think to myself he aint that less of a man or he could nt a bore himself thi long,it aint right,faulkner
961,962,i be durn if it is,becaus he said suffer littl children to come unto me dont make it right neither,faulkner
963,964,cora said have bore you what the lord god sent me,i face it without fear nor terror becaus my faith wa strong in the lord abolst and sustain me,faulkner
965,966,if you have no son it s becaus the lord ha decre otherwis in hi wisdom,and my life is and ha ever been a open book to ere a man or woman among hi creatur becaus i trust in my god and my reward,faulkner
967,968,i reckon she s right,i reckon if there s ere a man or woman anywher that he could turn it all over to and go away with hi mind at rest it would be cora,faulkner
969,970,and i reckon she would make a few chang no matter how he wa run it and i reckon they would be for man s good,leastway we would have to like them,faulkner
971,972,leastway we might as well go on and make like we did,rust greasefoul it crack chimney smear on one side with a soar smudg of soot it shed a feebl and sultri glare upon the trestl and the board and the adjac earth,faulkner
973,974,upon the dark ground the chip look like random smear of soft pale paint on a black canva,the board look like long smooth tatter torn from the flat dark and turn backsid out,faulkner
975,976,cash labor about the trestl move back and forth lift and place the plank with long clatter reverber in the dead air as though he were lift and drop them at the bottom of an invis well the sound ceas without depart as if ani movement might dislodg them from the immedi air in reverber repetit,he saw again hi elbow flash slowli a thin thread of fire run along the edg of the saw lost and recov at the top and bottom of each stroke in unbroken elong so that the saw appear to be six feet long into and out of pa s shabbi and aimless silhouett,faulkner
977,978,give me that plank cash say,no the other one,faulkner
979,980,he put the saw down and come and pick up the plank he want sweep pa away with the long swing gleam of the balanc board,the air smell like sulphur,faulkner
981,982,upon the impalp plane of it their shadow form as upon a wall as though like sound they had not gone veri far away in fall but had mere congeal for a moment immedi and muse,cash work on half turn into the feebl light one thigh and one polethin arm brace hi face slope into the light with a rapt dynam immobl abov hi tireless elbow,faulkner
983,984,below the sky sheetlightn slumber lightli against it the tree motionless are ruffl out to the last twig swollen increas as though quick with young,it begin to rain,faulkner
985,986,the first harsh spars swift drop rush through the leav and across the ground in a long sigh as though of relief from intoler suspens,they are big as buckshot warm as though fire from a gun they sweep across the lantern in a viciou hiss,faulkner
987,988,pa lift hi face slackmouth the wet black rim of snuff plaster close along the base of hi gum from behind hi slackfac astonish he muse as though from beyond time upon the ultim outrag,cash look onc at the sky then at the lantern,faulkner
989,990,the saw ha not falter the run gleam of it piston edg unbroken,get someth to cover the lantern he say,faulkner
991,992,pa goe to the hous,the rain rush suddenli down without thunder without warn of ani sort he is swept onto the porch upon the edg of it and in an instant cash is wet to the skin,faulkner
993,994,yet the motion of the saw ha not falter as though it and the arm function in a tranquil convict that rain wa an illus of the mind,he is wear jewel s raincoat and carri dewey dell s,faulkner
995,996,squat over the lantern cash reach back and pick up four stick and drive them into the earth and take dewey dell s raincoat from pa and spread it over the stick form a roof abov the lantern,pa watch him,faulkner
997,998,i dont know what you ll do he say,darl taken hi coat with him,faulkner
999,1000,get wet cash say,he take up the saw again again it move up and down in and out of that unhurri impervi as a piston move in the oil soak scrawni tireless with the lean light bodi a boy or an old man,faulkner
1001,1002,pa watch him blink hi,face stream again he look up at the sky with that express of dumb and brood outrag and yet of vindic as though he had expect no less now and then he stir move gaunt and stream pick up a board or a tool and then lay it down,faulkner
1003,1004,vernon tull is there now and cash is wear mr tuil s raincoat and he and vernon are hunt the saw,after a while they find it in pa s hand,faulkner
1005,1006,whi dont you go on to the hous out of the rain,cash say,faulkner
1007,1008,pa look at him hi face stream slowli,it is as though upon a face carv by a savag caricaturist a monstrou burlesqu of all bereav flow,faulkner
1009,1010,you go on in cash say,me and vernon can finish it pa look at item,faulkner
1011,1012,the sleev of jewel s coat are too short for him,upon hi face the rain stream slow as cold glycerin,faulkner
1013,1014,i dont begrudg her the wet he say,he move again and fall to shift the plank pick them up lay them down again care as though they are glass,faulkner
1015,1016,he goe to the lantern and pull at the prop raincoat until he knock it down and cash coni and fix it back,you get on to the hous cash say,faulkner
1017,1018,he lead pa to the hous and return with the raincoat and fold it and place it beneath the shelter where the lantern sit,vernon ha not stop,faulkner
1019,1020,he look up still saw,you ought to done that at first he say,faulkner
1021,1022,you know it wa fix to rain,it s hi fever cash say,faulkner
1023,1024,he look at the board,ay vernon say,faulkner
1025,1026,he d a come anyway,cash squint at the board,faulkner
1027,1028,on the long flank of it the rain crash steadili myriad fluctuant,i m go to bevel it he say,faulkner
1029,1030,it ll take more time vernon say,cash set the plank on edg a moment longer vernon watch him then he hand him the plane,faulkner
1031,1032,vernon hold the board steadi while cash bevel edg of it with the tediou and minut care of a jewel,mr tull come to the edg of the porch and call vernon,faulkner
1033,1034,how near are you done,she say,faulkner
1035,1036,vernon doe not look up,not long,faulkner
1037,1038,some yet she watch cash stoop at the plank the turgid savag gleam of the lantern slick on the raincoat as he move,you go down and get some plank off the barn and finish it and come in out of the ram she say,faulkner
1039,1040,you ll both catch your death,vernon doe not move,faulkner
1041,1042,vernon she say,we wont be long he say,faulkner
1043,1044,well be done after a spell,mr tull watch them a while,faulkner
1045,1046,then she reent the hous,if we get in a tight we could take some of them plank vernon say,faulkner
1047,1048,i ll help you put them back,cash ceas the plane and squint along the plank wipe it with hi palm,faulkner
1049,1050,give me the next one he say,some time toward dawn the rain ceas,faulkner
1051,1052,but it is not yet day when cash drive the last nail and stand stiffli up and look down at the finish coffin the other watch him,in the lantern light hi face is calm muse slowli he stroke hi hand on hi raincoat thigh in a gestur deliber final and compos,faulkner
1053,1054,then the four of them cash and pa and vernon and peabodi rais the coffin to their shoulder and turn toward the hous,it is light yet they move slowli empti yet they carri it care lifeless yet they move with hush precautionari word to one anoth speak of it as though complet it now slumber lightli aliv wait to come awak,faulkner
1055,1056,on the dark floor their feet clump awkwardli as though for a long time they have not walk on floor,they set it down by the bed,faulkner
1057,1058,peabodi say quietli let s eat a snack it s almost daylight where s cash,he ha return to the trestl stoop again in the lantern s feebl glare as he gather up hi tool and wipe them on a cloth care and put them into the box with it leather sling to go over the shoulder,faulkner
1059,1060,then he take up box lantern and raincoat and return to the hous mount the step into faint silhouett against the pale east,in a strang room you must empti yourself for sleep,faulkner
1061,1062,and befor you are empti for sleep what are you,and when you are empti for sleep you are not,faulkner
1063,1064,and when you are fill with sleep you never were,i dont know what i am,faulkner
1065,1066,i dont know if i am or not,jewel know he is becaus he doe not know that he doe not know whether he is or not,faulkner
1067,1068,he can not empti himself for sleep becaus he is not what he is and he is what he is not,beyond the unlamp wall i can hear the rain shape the wagon that is our the load that is no longer their that fell and saw it nor yet their that bought it and which is not our either lie on our wagon though it doe sinc onli the wind and the rain shape it onli to jewel and me that are not asleep,faulkner
1069,1070,and sinc sleep is isnot and rain and wind are wa it is not,yet the wagon is becaus when the wagon is wa addi bundren will not be,faulkner
1071,1072,and jewel is so addi bundren must be,and then i must be or i could not empti myself for sleep in a strang room,faulkner
1073,1074,and so if i am not empti yet i am is,there is more surfac for the nail to grip,faulkner
1075,1076,there is twice the grippingsurfac to each seam,the water will have to seep into it on a slant,faulkner
1077,1078,water move easiest up and down or straight across,in a hous peopl are upright two third of the time,faulkner
1079,1080,so the seam and joint are made upanddown,becaus the stress is upanddown,faulkner
1081,1082,in a bed where peopl lie down all the time the joint and seam are made sideway becaus the stress is sideway,except,faulkner
1083,1084,a bodi is not squar like a crossti,anim magnet,faulkner
1085,1086,the anim magnet of a dead bodi make the stress come slant so the seam and joint of a coffin are made on the bevel,you can see by an old grave that the earth sink down on the bevel,faulkner
1087,1088,while in a natur hole it sink by the center the stress be upanddown,so i made it on the bevel,faulkner
1089,1090,it make a neater job,it wa pull out of the road at the spring and about a dozen wagon wa alreadi there,faulkner
1091,1092,it wa quick found it,he said the rive wa up and still rise,faulkner
1093,1094,he said it had alreadi cover the highest watermark on the bridgepil he ever seen,that bridg wont stand a whole lot water i said,faulkner
1095,1096,ha somebodi told ans about it,i told him quick said,faulkner
1097,1098,he say he reckon the boy ha heard and unload and are on the way by now,he say they can load up and get across,faulkner
1099,1100,he better go on and buri her at new hope armstid said,that bridg is old,faulkner
1101,1102,then he better get at it soon as he can armstid said,ans meet us at the door,faulkner
1103,1104,he ha shave but not good,there is a long cut on hi jaw and he is wear hi sunday pant and a white shirt with the neckband button,faulkner
1105,1106,it is drawn smooth over hi hump make it look bigger than ever like a white shirt will and hi face is differ too,he look folk in the eye now dignifi hi face tragic and compos shake us by the hand as we walk up onto the porch and scrape our shoe a littl stiff in our sunday cloth our sunday cloth rustl not look full at him as he meet us,faulkner
1107,1108,the lord giveth we say,the lord giveth,faulkner
1109,1110,that boy is not there,peabodi told about how he come into the kitchen holler swarm and claw at cora when he found her cook that fish and how dewey dell taken him down to the barn,faulkner
1111,1112,my team all right,peabodi say,faulkner
1113,1114,all right i tell him,i give them a bait thi morn,faulkner
1115,1116,your buggi seem all right too,i d give a i nickel to know where that boy wa when that team broke away,faulkner
1117,1118,if it s broke anywher i ll fix it i say,the women folk go on into the hous,faulkner
1119,1120,we can hear them talk and fan,the fan go whish,faulkner
1121,1122,whish,whish and them talk the talk sound kind of like bee murmur in a water bucket,faulkner
1123,1124,the men stop on the porch talk some not look at one anoth,howdi vernon they say,faulkner
1125,1126,howdi tull,look like more rain,faulkner
1127,1128,it will rain some more,it come up quick,faulkner
1129,1130,and go away slow,cash is fill up the hole lie bore in the top of it,faulkner
1131,1132,he is trim out plug for them one at a time the wood wet and hard to work he could cut up a tin can and hide the hole and nobodi would nt know the differ,would nt mind anyway,faulkner
1133,1134,i have seen him spend a hour trim out a wedg like it wa glass he wa work when he could have reach around and pick tip a dozen stick and drove them into the joint and made it do,when we finish i go back to the front,faulkner
1135,1136,the men have gone a littl piec from the hous sit on the end of the board and on the sawhors where we made it last night some sit and some squat whitfield aint come yet,they look up at me their eye ask,faulkner
1137,1138,it s about i say,he s readi to nail,faulkner
1139,1140,while they are get up ans come to file clod and look at us and we return to the porch,we scrape our shoe again care wait for one anoth to j in first mill a littl at the door,faulkner
1141,1142,ans stand insid the door dignifi compos,he wave us in and lead the way into the room,faulkner
1143,1144,they had laid her in it revers,cash made it clockshap like thi pic of coffin seam bevel and with everi joint a scrub with the plane tight as a drum and neat as a sew basket and they had laid her in it head to foot so it would nt crush her dress,faulkner
1145,1146,it wa her wed dress and it had a flareout bottom and they had laid her head to foot in it so the dress could spread out and they had made her a veil out of a mosquito bar so the auger hole in her face would nt show,when we are go out whitfield come,faulkner
1147,1148,he is wet and muddi to the waist come in,the lord comfort thi hous he say,faulkner
1149,1150,i wa late becaus the bridg ha gone,i went down to the old ford and swum my hors over the lord protect me,faulkner
1151,1152,hi grace be upon thi hous,we go back to the trestl and plankend and sit or squat,faulkner
1153,1154,i know it would go armstid say,it s been there a long time that ere bridg quick say,faulkner
1155,1156,the lord ha kept it there yon mean uncl billi say,i dont know ere a man that s touch hammer to it in twentyf year,faulkner
1157,1158,how long ha it been there uncl billi,quick say,faulkner
1159,1160,it wa built in let me see it wa in the year uncl billi say,i mind it becaus the first man to cross it wa peabodi come to my hous when jodi wa born,faulkner
1161,1162,if i d a cross it everi time your wife litter sinc it d a been wore out long befor thi billi peabodi say,we laugh suddenli loud then suddenli quiet again,faulkner
1163,1164,we look a littl asid at one anoth,lot of folk ha cross it that wont cross no more bridg houston say,faulkner
1165,1166,it s a fact littlejohn say,it s so,faulkner
1167,1168,one more aint no way armstid say,lt d taken them twothre day to got her to town in the wagon,faulkner
1169,1170,they d be gone a week get her to jefferson and back,what s ans so itch to take her to jefferson for anyway,faulkner
1171,1172,she want it she come from there,her mind wa set on it,faulkner
1173,1174,and ans is set on it too quick say,ay uncl billi say,faulkner
1175,1176,it s like a man that s let everyth slide all hi life to get set on someth that will make the most troubl for everybodi he know,well it ll take the lord to get her over that river,faulkner
1177,1178,now peabodi say ans cant do it,and i reckon he will quick say,faulkner
1179,1180,he s took care of ans a long time now,it s a fact littlejohn say,faulkner
1181,1182,too long to quit now armstid say,i reckon he s like everybodi els around here uncl billi say,faulkner
1183,1184,he s done it so long now he cant quit,cash come out,faulkner
1185,1186,he ha put on a clean shirt hi hair wet is comb smooth down on hi brow smooth and black as if he had paint it onto hi head squat stiffli among us we watch him,you feel thi weather aint you,faulkner
1187,1188,armstid say,cash say noth,faulkner
1189,1190,a broke bone alway feel it littlejohn say,fellow with a broke bone can tell it acom,faulkner
1191,1192,lucki cash got off with just a broke leg armstid say,he might have hurt himself bedrid far d you fall cash,faulkner
1193,1194,twentyeight foot four and a half inch about cash say,i move over besid him,faulkner
1195,1196,a fellow can sho slip quick on wet plank quick say,it s too bad i say,faulkner
1197,1198,i made it to balanc with her,you could nt have holp it i say,faulkner
1199,1200,i dont mind the folk fall,it s the cotton and corn i mind,faulkner
1201,1202,neither doe peabodi mind the folk fall,how bout it doc,faulkner
1203,1204,it s a fact,wash clean outen the ground it will be,faulkner
1205,1206,seem like someth is alway happen to it,cours it doe,faulkner
1207,1208,that s whi it s worth anyth,if noth did nt happen and everybodi made a big crop do you reckon it would be worth the rais,faulkner
1209,1210,well i be durn if i like to see my work wash outen the ground work i sweat over,it a fact,faulkner
1211,1212,a fellow would nt mind see it wash up if he could just turn on the rain himself,who is that man can do that,faulkner
1213,1214,where is the color of hi eye,ay,faulkner
1215,1216,the lord made it to grow,it s them durn women he say,faulkner
1217,1218,in the hous the women begin to sing,we hear the first line commenc begin to swell as they take hold and we rise and move toward the door take off our hat and throw our chew away,faulkner
1219,1220,we do not go in,we stop at the step clump hold our hat between our lax hand in front or behind stand with one foot advanc and our head lower look asid down at our hat in our hand and at the earth or now and then at the sky and at one anoth s grave compos face,faulkner
1221,1222,the song end the voic quaver away with a rich and die fall,whitfield begin,faulkner
1223,1224,hi voic in bigger than him,it s like they are not the same,faulkner
1225,1226,it s like he is one and hi voic is one swim on two hors side by side across the ford and come into the hous the mudsplash one and the one that never even got wet triumphant and sad,somebodi in the hous begin to cri,faulkner
1227,1228,it sound like her eye and her voic were turn back insid her listen we move shift to the other leg meet one anoth s eye and make like they had nt touch,whitfield stop at last,faulkner
1229,1230,the women sing again,in the thick air it s like their voic come out of the air flow togeth and on in the sad comfort tune when they ceas it s like they had nt gone away,faulkner
1231,1232,it s like they had just disappear into the air and when we move we would loos them again out of the air around us sad and comfort y then they finish and we put on our hat our movement stiff like we had nt never wore hat befor,i am bound toward my god and my reward she sing sit on the wagon the shawl around her shoulder and the umbrella open over her though it is not rain,faulkner
1233,1234,she ha hern i say,wherev she went she la her reward in be free of ans bundren,faulkner
1235,1236,she m there three day in that box wait for dart and jewel to come dean back home and get a new wheel and go back to where the wagon wa in the ditch,take my team ans i said,faulkner
1237,1238,we ll wait for ourn he said,she ll want it so,faulkner
1239,1240,she wa ever a particular woman,on the third day they got back and they load her into the wagon and start and it alreadi too late,faulkner
1241,1242,you ll have to go all the way round by samson s bridg,it ll take you a day to get there,faulkner
1243,1244,then you ll be forti mile from jefferson,take my team ans,faulkner
1245,1246,we ll wait for ourn,she ll want it so,faulkner
1247,1248,it wa about a mile from the hous we saw him sit on the edg of the slough,it had nt had a fish in it never that i know,faulkner
1249,1250,he look around at us hi eye round and calm hi face dirti the pole across hi knee,cora wa still sing,faulkner
1251,1252,thi aint no good day to fish i said you come on home with us and me and you ll go down to the river first thing in the morn and catch some fish,it s one in here he said,faulkner
1253,1254,the river s the best place,it s in here he said,faulkner
1255,1256,dewey dell seen it,i m bound toward my god and my reward cora sung,faulkner
1257,1258,he sit erect on the seat lean a littl forward woodenback,the brim of hi hat ha soak free of the crown in two place droop across hi wooden face so that head lower he look through it like through the visor of a helmet look long across the valley to where the barn lean against the bluff shape the invis hors,faulkner
1259,1260,see them,i say,faulkner
1261,1262,high abov the hous against the quick thick sky they hang in narrow circl,from here they are no more than speck implac patient portent,faulkner
1263,1264,but it s not your hors that s dead,goddamn you he say,faulkner
1265,1266,goddamn you,i can not love my mother becaus i have no mother,faulkner
1267,1268,jewel s mother is a hors,motionless the tall buzzard hang in soar circl the cloud give them an illus of retrograd,faulkner
1269,1270,motionless woodenback woodenfac he shape the hors in a rigid stoop like a hawk hookwing,they are wait for us readi for the move of it wait for him,faulkner
1271,1272,he enter the stall and wait until it kick at him so that he can slip past and mount onto the trough and paus peer out across the interven stalltop toward the empti path befor he reach into the loft,goddamn him,faulkner
1273,1274,goddamn him,goddamn you pick up,faulkner
1275,1276,in hi face the blood goe in wave,in between them hi flesh is greenish look about that smooth thick pale green of cow s cud hi face suffoc furiou hi lip lift upon hi teeth,faulkner
1277,1278,pick up,he say,faulkner
1279,1280,pick up goddamn your thicknos soul,he heav lift one whole side so suddenli that we all spring into the lift to catch and balanc it befor he hurl it complet over,faulkner
1281,1282,for an instant it resist as though volit as though within it her polethin bodi cling furious even though dead to a sort of modesti as she would have tri to conceal a soil garment that she could not prevent her bodi soil,then it break free rise suddenli as though the emaci of her bodi had ad buoyanc to the plank or as though see that the garment wa about to be torn from her she rush suddenli after it in a passion revers that flout it own desir and need,faulkner
1283,1284,jewel s face goe complet green and i can hear teeth in hi breath,we carri it down the hall our feet harsh and clumsi on the floor move with shuffl step and through the door,faulkner
1285,1286,steadi it a minut now pa say let go,he turn back to shut and lock the door but jewel will not wait,faulkner
1287,1288,come on he say in that suffoc voic,come on,faulkner
1289,1290,we lower it care down the step,we move balanc it as though it were someth infinit preciou our face avert breath through our teeth to keep our nostril close,faulkner
1291,1292,we go down the path toward die slope,we better wait cash say,faulkner
1293,1294,i tell you it aint balanc now,well need anoth hand on that hill,faulkner
1295,1296,then turn loos jewel say,he will not stop,faulkner
1297,1298,cash begin to fall behind hobbl to keep up breath harshli then he is distanc and jewel carri the entir front end alon so that tilt as the path begin to slant it begin to rush away from me and slip down the air like a sled upon invis snow smoothli evacu atmospher in which the sens of it is still shape,wait jewel i say,faulkner
1299,1300,but he will not wait,he is almost run now and cash is left behind,faulkner
1301,1302,it seem to me that the end which i now carri alon ha no weight as though it coast like a rush straw upon the furiou tide of jewel s despair,i am not even touch it when turn he let it overshoot him swing and stop it and slough it into the wagon bed in the same motion and look back at me hi face suffus with furi and despair,faulkner
1303,1304,goddamn you,goddamn you,faulkner
1305,1306,dewey dell say it wont be sold becaus it belong to santa clau and he taken it back with him until next christma,then it will be behind the glass again shine with wait,faulkner
1307,1308,pa and cash are come down the hill but jewel is go to the barn,jewel pa say,faulkner
1309,1310,jewel doe not stop,where you go,faulkner
1311,1312,pa say,but jewel doe not stop,faulkner
1313,1314,you leav that hors here pa say,jewel stop and look at pa,faulkner
1315,1316,jewel s eye look like marbl,you leav that hors here pa say,faulkner
1317,1318,we ll all go in,the wagon with ma like she want,faulkner
1319,1320,but my mother is a fish,vernon seen it,faulkner
1321,1322,he wa there,jewel s mother is a hors darl said,faulkner
1323,1324,then mine can be a fish cant it darl,i said,faulkner
1325,1326,jewel is my brother,then mine will have to be a hors too i said,faulkner
1327,1328,whi,darl said,faulkner
1329,1330,if pa is your pa whi doe your ma have to be a hors just becaus jewel s is,whi doe it,faulkner
1331,1332,i said,whi doe it darl,faulkner
1333,1334,darl is my brother,then what is your ma darl,faulkner
1335,1336,i said,i have nt got ere one darl said,faulkner
1337,1338,becaus if i had one it is wa,and if it is wa it cant be is,faulkner
1339,1340,can it,no i said,faulkner
1341,1342,then i am not darl said,am i,faulkner
1343,1344,no i said,i am,faulkner
1345,1346,darl is my brother,but you are darl i said,faulkner
1347,1348,i know it darl said,that s whi i am not is,faulkner
1349,1350,are is too mani for one woman to foal,cash is carri hi tool box,faulkner
1351,1352,pa look at him,ill stop at tull s on the way back cash,faulkner
1353,1354,say,get on that barn roof,faulkner
1355,1356,it aint respect pa say,it s a deliber flout of her and of me,faulkner
1357,1358,do you want him to come all the way back hero and carri them up to tull s afoot,darl say,faulkner
1359,1360,pa look s at darl hi mouth chew,pa shave everi day now becaus my mother is a fish,faulkner
1361,1362,it aint right pa say,dewey dell ha the packag in her hand,faulkner
1363,1364,she ha the basket with our dinner too,what s that,faulkner
1365,1366,pa say,mr tull s cake dewey dell say get into the wagon,faulkner
1367,1368,i m take them to town for her,it aint right pa say,faulkner
1369,1370,it s a flout of the dead,it ll be there,faulkner
1371,1372,it ll be there come christma she say shine on the track,she say he wont sell it to no town boy,faulkner
1373,1374,dewey dell carri the basket on one arm in the other hand someth wrap squar in a newspap,her face is calm and sullen her eye brood and alert within them i can see peabodi s back like two round pea in two thimbl perhap in peabodi s back two of those worm which work surreptiti and steadi through you and out the other side and you wake suddenli from sleep or from wake with on your face an express sudden intent and concern,faulkner
1375,1376,she set the basket into the wagon and climb in her leg come long from beneath her tighten dress that lever which move the world one of that calip which measur the length and breadth life,she sit on the seat besid vardaman and set the parcel on her lap,faulkner
1377,1378,then he enter lie barn,he ha not look back,faulkner
1379,1380,it aint right pa say,if littl enough for him to do for her,faulkner
1381,1382,go on cash,say,faulkner
1383,1384,leav him stay if he want,hell be all right here,faulkner
1385,1386,mayb hell go up to lull s and stay,hell catch us i say,faulkner
1387,1388,hell cut across and meet us at tull s lane,he would have rid that hors too pa say i had nt a stop him,faulkner
1389,1390,a durn spot critter wilder than a cattymount,behind us abov the hous motionless in tall and soar circl they diminish and disappear,faulkner
1391,1392,set back there on the plank seat with cash with hi dead ma lay in her coffin at hi feet laugh,how mani time i told him if s do such thing as that that make folk talk about him i dont know,faulkner
1393,1394,i say i got some regard for what folk say about my flesh and blood even if you have nt even if i have rais such a durn passel of boy and when you fix it so folk can say such about you it s a reflect on your ma i say not me i am a man and i can stand it it s on your womenfolk your ma and sister that you should care for and i turn and look back at him and him set there laugh,i dont expect you to have no respect for me i say,faulkner
1395,1396,but with your own ma not cold in her coffin yet,yonder cash say jerk hi head toward the lane,faulkner
1397,1398,the hors is still a right smart piec away come up at a good pace but i dont have to be told who it is,i just look back at darl set there laugh,faulkner
1399,1400,i done my best i say,i tri to do as she would wish it,faulkner
1401,1402,the lord will pardon me and excus the conduct of them he sent me,and darl set on the plank seat right abov her where she wa lay laugh,faulkner
1403,1404,then he slow a littl light and erect in the saddl the hors minc through the mud,tull is in hi lot he look at us lift hi hand,faulkner
1405,1406,we go on the wagon creak the mud whisper on the wheel,vernon still stand there,faulkner
1407,1408,he watch jewel as he pass the hors move with a light highkne drive gait three hundr yard back,we go on with a motion so soporif so dreamlik as to be uninfer of progress as though time and not space were decreas between us and it,faulkner
1409,1410,it turn off at right angl the wheelmart of last sunday heal away now a smooth red scoriat curv away into the pine a white signboard with fade letter new hope church,mi,faulkner
1411,1412,it wheel up like a motionless hand lift abov the profound desol of the ocean beyond it the red road lie like a spoke of which addi,bundren,faulkner
1413,1414,is the rim,it wheel past empti unscar the white signboard turn awayit fade and tranquil assert,faulkner
1415,1416,cash look lip the road quietli hi bead turn as we pass it like an owl head hi face compos,pa look straight ahead hump,faulkner
1417,1418,dewey dell look at the road too then she look back at me her eye watch and repudi not like that question which wa in those of cash for a smolder while,the signboard pass the unscar road wheel on,faulkner
1419,1420,then dewey dell turn her head,the wagon creak on,faulkner
1421,1422,cash spit over the wheel,in a coupl of day now it ll be smell he say,faulkner
1423,1424,you might tell jewel that i say,he is motionless now sit the hors at the function upright watch us no less still than the signboard that lift it fade capitul opposit him,faulkner
1425,1426,it aint balanc right for no long ride cash say,tell him that too i say,faulkner
1427,1428,the wagon creak on,a mile further along he pass us the hors archneck rein back to a swift singlefoot,faulkner
1429,1430,he sit lightli pois upright woodenfac in the saddl the broken hat rake at a swagger angl,he pass us swiftli without look at us the hors drive it hoov hiss in the mud,faulkner
1431,1432,a gout of mud backflung plop onto the box,cash lean forward and take a tool from hi box and remov it care,faulkner
1433,1434,when the road cross vhiteleaf the willow lean near enough he break off a branch and scour at the stain with the wet leav,eight mile the sweat of hi bodi wash up outen the lord s earth where the lord himself told him to put it,faulkner
1435,1436,nowher in thi sin world can a honest hardwork man profit,it take them that run the store in the town do no sweat live off of them that sweat,faulkner
1437,1438,it aint the hardwork man the farmer,sometim i wonder whi we keep at it,faulkner
1439,1440,it s becaus there is a reward for us abov where they cant take their auto and such,everi man will be equal there and it will be taken from them that have and give to them that have not by the lord,faulkner
1441,1442,but it s a long wait seem like,it s bad that a fellow must earn the reward of hi rightdo by flout hisself and hi dead,faulkner
1443,1444,we drove all the rest of the day and got to samson s at dustdark and then that bridg wa gone too,they had nt never see the river so high and it not done rain yet there wa old men that had nt never see nor hear of it be so in the memori of man,faulkner
1445,1446,i am the chosen of the lord for who he loveth so doeth he chastiseth,but i be durn if he dont take some curiou way to show it seem like,faulkner
1447,1448,but now i can get them teeth,that will be a comfort,faulkner
1449,1450,it will,we were sit on the porch when the wagon came up the road with the five of them in it and the other one on the hors behind,faulkner
1451,1452,one of them rais hi hand but they wa go on past the store without stop,who s that,faulkner
