qd1,qd2,phrase1,phrase2,label
6693,6694,an open fire in my hous,no no their are the nose whereof he speak,roth
6695,6696,america,amer ica,roth
6697,6698,it is almost more than an angri thirteenyearold littl jewish momma s boy can bear,jesu look how guiltlessli they eat between meal,roth
6699,6700,what girl,then i follow them back to the lake,roth
6701,6702,then i follow them around the lake,what a rise in social class we have made with those blind,roth
6703,6704,it is usual onli a matter of minut befor she is appropri frantic,where is he alreadi,roth
6705,6706,she moan each time a pair of headlight come sweep up the street and are not hi,appar in the middl age in franc the door to our famili manor hous wa paint,roth
6707,6708,no no they will hear the oy at the end and the jig will be up,al port then al parson,roth
6709,6710,how do you do,and wait ll she hear i m from weequah,roth
6711,6712,portenoir but whi do you go around cover the middl of your face like that,that ai nt a nose it s a hose,roth
6713,6714,screw off jewboy,get off the ice and leav these girl alon,roth
6715,6716,and it s true,i lower my head to the kitchen tabl and on a piec of my father s offic stationeri outlin my profil with a pencil,roth
6717,6718,how ha thi happen to me who wa so gorgeou in that carriag,mother,roth
6719,6720,no,no,roth
6721,6722,it can t be,some goy,roth
6723,6724,i look like bug bunni,but which is now gone,roth
6725,6726,skate with shiks,rememb pinocchio,roth
6727,6728,well that is noth compar with what is go to happen to you,you,roth
6729,6730,pleas will you stop play with your nose my mother say,but it s too big what,roth
6731,6732,what s too big,say my father,roth
6733,6734,my nose,i scream,roth
6735,6736,but who want charact,i want thereal mccoy,roth
6737,6738,i want jane powel too god damn it,and corliss and veronica,roth
6739,6740,look at the monkey my old pal and partner in crime,but i know i should nt call her or see her ever again,roth
6741,6742,becaus the bitch is crazi,the sexcraz bitch is out of her mind,roth
6743,6744,pure troubl,butwhat what wa i suppos to be but her jewish savior,roth
6745,6746,if you like arthur miller as a savior of shiks you ll just love alex,ketch you down by that queer again you and wo nt just tie em up,roth
6747,6748,i ll do more n that do nt you worri,when she first arriv in new york she wa eighteen and had nt ani back teeth to speak of either,roth
6749,6750,when we two met nearli a year ago now,the monkey had alreadi been through her marriag and her divorc,roth
6751,6752,becam a bore to both of them,morri frankel henceforth to be known in these confess as harpo,roth
6753,6754,whi,harpo speak,roth
6755,6756,say someth to me,anyth,roth
6757,6758,i mean who ever heard of a dead man with an answer servic,i wa a breakthrough,roth
6759,6760,he did cough howev and thi the monkey take as her confirm,breaki you re so brilliant,roth
6761,6762,i want to be marri and human,so i wa to be her breakthrough,roth
6763,6764,but wa nt she to be mine,who like the monkey had ever happen to me beforeor will again,roth
6765,6766,not that i had not pray of cours,whi not,roth
6767,6768,what s lost,what s gain howev,roth
6769,6770,go ahead you shackl and fetter son of a bitch speak to her,speak,roth
6771,6772,hi softli and with a littl surpris as though i might have met her somewher befor,what do you want,roth
6773,6774,to buy you a drink i said,a real swinger she said sneer,roth
6775,6776,sneer,two seconds and two insult,roth
6777,6778,to the assist commission of human opportun for thi whole citi,my god,roth
6779,6780,she s go to call a cop,who ll turn me in to the mayor,roth
6781,6782,that s better she repli,and so a cab pull up and we went to her apart where she took off her cloth and said go ahead,roth
6783,6784,my incredul,that such a thing wa happen to me,roth
6785,6786,did i eat,now me you she said one good turn deserv anoth and,roth
6787,6788,what a mouth i have fallen into,talk about opportun,roth
6789,6790,and simultan get out,go,roth
6791,6792,who and what can thi person be,later we had a long seriou veri stir convers about pervers,roth
6793,6794,she began by ask if i had ever done it with a man,i ask as i gather she want me to if she had ever done it with anoth woman,roth
6795,6796,would you like to,would you like me to,roth
6797,6798,whi not sure,would you like to watch,roth
6799,6800,i suppos so,then mayb it could be arrang,roth
6801,6802,ye,ye,roth
6803,6804,well i might like that,oh she said with a nice sarcast edg i think you might,roth
6805,6806,she told me then that onli a month befor when she had been ill with a viru a coupl she knew had come by to make dinner for her,after the meal they said they want her to watch them screw,roth
6807,6808,so she did,no,roth
6809,6810,i had some banana on the counter in the kitchen and they want me to eat one,while i watch,roth
6811,6812,for the arcan symbol no doubt,the what,roth
6813,6814,whi did they want you to eat the banana,man i do nt know,roth
6815,6816,i guess they want to know i wa realli there,they want to like hear me,roth
6817,6818,chew,the real mccoy,roth
6819,6820,my slut from the empir burlesque without the tit but so beauti,i fuck too,roth
6821,6822,wa she a call girl,a maniac,roth
6823,6824,wa she in cahoot with some puerto rican pusher who wa about to make hi entranc into my life,enter itand end it for the forti dollar in my wallet and a watch from korvett s,roth
6825,6826,look i said in my clever way do you do thi more or less all the time,what kind of question is that,roth
6827,6828,what kind of shiteat remark is that suppos to be,are you anoth heartless bastard too,roth
6829,6830,i m sorri,excus me,roth
6831,6832,but suddenli where there had been furi and outrag there were onli tear,and count hi bless,roth
6833,6834,but do nt you see my right mind is just anoth name for my fear,in the street who had been trembl me or the girl,roth
6835,6836,me,the girl,roth
6837,6838,the fuck girl,yeah,roth
6839,6840,about what,and here he come i thought my shvartz out of the closet eye teeth and razor blade ﬂash,roth
6841,6842,i mean they did nt want me to eat the banana,my friend did nt want me to eat ani banana,roth
6843,6844,i want to,thu the monkey,roth
6845,6846,as for whi she did lie to me,a jew,roth
6847,6848,and what a jew,how do you know that,roth
6849,6850,i mean that s just your opinion,what do you mean opinion it s not my opinion girli it s the truth,roth
6851,6852,or just you,someon who had appear on educ tv wa shoot off into her mouth,roth
6853,6854,are women that calcul,am i actual a naif about cunt,roth
6855,6856,i may not even live into the follow winter so what am i wait for,now,roth
6857,6858,or never,excus me i will say but would you mind if i walk you home,roth
6859,6860,becaus i have to speak absolut perfect english,not a word of jew in it,roth
6861,6862,may i have your phone number and come to call some even,my name,roth
6863,6864,what a coup,i am alton peterson i am alton peterson alton christian peterson,roth
6865,6866,or is that go a littl too far,alton c peterson,roth
6867,6868,fell off my hors while play polo after church one sunday morning too mani sausag for breakfast ha ha ha,my right leg is in a cast from ankl to hip for six week,roth
6869,6870,i have someth that the doctor call osgood shlatter s diseas,bend it,roth
6871,6872,walk natur will you,for skate after shiks under an alia i would be a crippl for the rest of my day,roth
6873,6874,with a life like mine,doctor who need dream,roth
6875,6876,would nt you know it,that is the place to find the kind of shiks who will do anyth,roth
6877,6878,perfect smolka perfect i could nt feel more secur,and who say geronimo is go to be all night in hoboken,roth
6879,6880,what if the girl ha the syph,but then smolka must have it too,roth
6881,6882,i d never hear the end of it,alex what is that you re hide under your foot,roth
6883,6884,noth,alex pleas i heard a definit clink,roth
6885,6886,what is that that fell out of your trouser that you re step on it with your foot,out of your good trouser,roth
6887,6888,noth,my shoe,roth
6889,6890,leav me alon,young man what are you oh my god,roth
6891,6892,jack,come quick,roth
6893,6894,look look on the floor by hi shoe,she scream that s her answer and point beneath my chair,roth
6895,6896,demand my father in a fury what is that black plastic thing do on the kitchen floor,it s my own,roth
6897,6898,i caught the syph from an eighteenyear old italian girl in hillsid and now now i have no more ppppeni,she weep,roth
6899,6900,sophi what els are you go to do,save it in a drawer somewher,roth
6901,6902,to show hi children,she begin to howl pathet a griev anim while my father,roth
6903,6904,tack abov the girardi sink is a pictur of jesu christ float up to heaven in a pink nightgown,enough of god and the rest of that garbag,roth
6905,6906,down with religion and human grovel,actual whi i should be visit the girardi home is not so as to lay their daughter pleas god but to evangel for henri wallac and glen taylor,roth
6907,6908,of cours,all men are brother,roth
6909,6910,aris ye who refus to be bondslav with our veri flesh and blood oh that defiant cadenc,aris,roth
6911,6912,aris,aris,roth
6913,6914,indiana,iowa,roth
6915,6916,it is with just such patriot incant as these that i have begun to put myself to sleep at night after jerk off into my sock,my radio play is call let freedom ring,roth
6917,6918,free i find of shame secret,so clean feel so strong and virtuousfeelingso american,roth
6919,6920,of the girl and her syph,of the father and hi friend,roth
6921,6922,of the brother and hi fist,while i sit freez in my igloo mandel is bast in hi own perspiration and smell it,roth
6923,6924,but jewish,incred,roth
6925,6926,of a geniu yet prefer instead to take ride in stolen car smoke cigarett and get sick on bottl of beer,can you believ it,roth
6927,6928,what pig,the onli explan i have for mandel s behavior is that hi father die when mandel wa onli ten,roth
6929,6930,how do i account for smolka and hi dare,he ha a mother who work,roth
6931,6932,a mother who work and no venetian blind,he live on hostess cupcak and hi own wit,roth
6933,6934,i would nt,of some iron interest,roth
6935,6936,last spring whom do i run in to down on worth street but the old circlejerk himself mr,and do you know,roth
6937,6938,that he wa still live and breath absolut astonish me,i could nt get over it i have nt yet,roth
6939,6940,mandel live own a length of garden hose he tell me and a barbecu and briquet,mandel who drank sixpack of beer,roth
6941,6942,miracul,ca nt be,roth
6943,6944,realli doe nt he know,is nt he on my parent mail list,roth
6945,6946,civil servic i answer point across to thirti worth,mister modesti,roth
6947,6948,you still see ani of the guy,babalu ask,roth
6949,6950,you marri,no no,roth
6951,6952,insid the new jowl the old furtiv latinamerican greaser come to life,so uh what do you do for pussi,roth
6953,6954,i have affair,am and i beat my meat,roth
6955,6956,mistak i think instantli,mistak,roth
6957,6958,what if he blab to the daili news,the headlin,roth
6959,6960,alway the headlin reveal my filthi secret to a shock and disapprov world,hey said babalu rememb rita girardi,roth
6961,6962,bubbl,who use to suck us all off,roth
6963,6964,what about her,lower your voic babalu,roth
6965,6966,what about her,did nt you read in the news,roth
6967,6968,what news,i do nt see the newark paper ani more,roth
6969,6970,what happen to her,she got murder,roth
6971,6972,in a bar on hawthorn avenu right down from the annex,how do you like that,roth
6973,6974,fuck for boogi,wow i said and meant it,roth
6975,6976,then suddenly listen babalu whatev happen to smolka,do nt know say babalu,roth
6977,6978,ai nt he a professor,i think i heard he wa a professor,roth
6979,6980,a professor,smolka,roth
6981,6982,i think he is some kind of colleg teacher,oh ca nt be i say with my superior sneer,roth
6983,6984,yeah,that s what somebodi said,roth
6985,6986,down at princeton,princeton,roth
6987,6988,but ca nt bel without hot tomato soup for lunch on freez afternoon,who slept in those putrid pajama,roth
6989,6990,and a professor at princeton noch,in what depart classic languag or astrophys,roth
6991,6992,babalu you sound like my mother,you must mean plumber or electrician,roth
6993,6994,becaus i will not believ it,whi they re suppos to be in jail or the gutter,roth
6995,6996,do nt you understand these two boy are suppos to be dead,like bubbl,roth
6997,6998,there s a case of caus and effect that confirm my idea about human consequ,smolka come back into the kitchen and tell us she doe nt want to do it,roth
6999,7000,but you said we were go to get laid,cri mandel,roth
7001,7002,you said we were go to get biow,ream steam and dryclean that s what you said,roth
7003,7004,fuck it i say if she doe nt want to do it who need her let s gobut i ve been pound off over thi for a week,i ai nt go anywher,roth
7005,7006,what kind of shit is thi smolka,me with my refrain ah look if she doe nt want to do it let s gomandel who the fuck is she that she wo nt even give a guy a handjob,roth
7007,7008,a measli handjob,is that the world to ask of her,roth
7009,7010,it s up to her the fuck whore,we flip a coin and i win the right to get the syph,roth
7011,7012,anthoni peruta that s my name for when she ask,but she doe nt,roth
7013,7014,you and that s it,it s entir up to you i say polit,roth
7015,7016,all right take it out of your pant but do nt take them down,you hear me becaus i told him,roth
7017,7018,fine fine,whatev you say,roth
7019,7020,and do nt tri to touch me either,look if you want me to i ll go,roth
7021,7022,just take it out,sure if that s what you want here,roth
7023,7024,here i say but prematur ijusthavetogetit where is that thing,look at me,roth
7025,7026,here,i final cri,roth
7027,7028,is that it,well i answer turn color it get bigger when it get harder,roth
7029,7030,well i ai nt got all night you know,nice oh i do nt think it ll be all nightlaydown,roth
7031,7032,vigor to put it mildli the ordeal begin,what s a matter,roth
7033,7034,she final say,ca nt you come,roth
7035,7036,usual ye i can,then stop hold it back on me,roth
7037,7038,i m not,i am tri,roth
7039,7040,bubblescaus i m go to count to fifti and if you do nt do it by then that ai nt my fault,fifti,roth
7041,7042,ill be lucki if it is still attach to my bodi by fifti,take it easi i want to scream,roth
7043,7044,not so rough around the edg pleas eleven twelv thirteen and i think to myself,thi is what i have been imagin for myself,roth
7045,7046,which is how it occur to me what to do,i will forget that the fist tear away at me belong to bubbles i ll pretend it s my own,roth
7047,7048,and it begin instantli to take effect,okay that s it she say fifti and stop,roth
7049,7050,no,i cri,roth
7051,7052,more,look i alreadi iron two hour you know befor you guy even got herejust one more,roth
7053,7054,i beg of you,two more,roth
7055,7056,pleas,no,roth
7057,7058,whereupon unabl as alway,to stand the frustrationth depriv and disappointment i reach down i grab it and pow,roth
7059,7060,onli right in my eye,with a singl whiplik stroke of the master s own hand the lather come rise out of me,roth
7061,7062,son of a bitch kike,bubbl scream,roth
7063,7064,you got gissum all over the couch,and the wall,roth
7065,7066,and the lamp,i got it in my eye,roth
7067,7068,and do nt you say kike to me you,you are a kike kike,roth
7069,7070,you got it all over everyth you mocki son of a bitch,look at the doili,roth
7071,7072,what an aw discovery my parent who are alway wrong,are right,roth
7073,7074,i m go blind,who need dream i ask you,roth
7075,7076,who need freud,sheeni,roth
7077,7078,she is scream,hebe,roth
7079,7080,you ca nt even come off unless you pull your own pud cheap bastard fairi jew,hey enough is enough where is her sympathi,roth
7081,7082,but my eye,i m go blind,roth
7083,7084,i m on fire,and fli fullspe over mandel s bodi stick my head beneath the faucet,roth
7085,7086,that useless son of a bitch,i thought other peopl s suffer is what he told them to feel sorri for,roth
7087,7088,what bullshit,ye somehow he strike me as the ultim caus for all thi pain and confus,roth
7089,7090,a dog,in my hous,roth
7091,7092,get him out of here befor he make everyth filthi,but momma he s here to stay he ha to stay he s a seeingey dog,roth
7093,7094,oh my god,jack,roth
7095,7096,she call into the bathroom,him blind,roth
7097,7098,my father repli,how,roth
7099,7100,scream my mother,how,roth
7101,7102,tell us how such a thingmoth how,how els,roth
7103,7104,consort with christian girl,mandel the next day tell me that within half an hour after my frenet departur,roth
7105,7106,the top of my head come off she wa,right on her fuck dago knee say mandel,roth
7107,7108,schmuck what d you go home for,she call me a kike,roth
7109,7110,i answer selfright,i thought i wa blind,roth
7111,7112,look she s antisemit babalu,yeah what do i give a shit,roth
7113,7114,say mandel,actual i do nt think he know what antisemit mean,roth
7115,7116,all i know is i got laid twice,you did,roth
7117,7118,but shell get pregnant,i cri and in anguish as though it s me who will be held account,roth
7119,7120,what do i care,repli mandel,roth
7121,7122,whi do i worri then,whi do i alon spend hour test trojan in my basement,roth
7123,7124,whi do i alon live in mortal terror of the syph,hometo my mommi,roth
7125,7126,to my tollhous cooki and my glass of milk home to my nice clean bed,babalu speak to me talk to me tell me what it wa like when she did it,roth
7127,7128,what about her tit,what about her nippl,roth
7129,7130,what about her thigh,and what about her hair down there,roth
7131,7132,and did she realli kneel are you shit me,did she actual kneel on her knee,roth
7133,7134,and doe she suck on it or doe she blow on it or somehow is it that she doe both,oh my god,roth
7135,7136,and did she swallow it right down or spit it out or get madtel me,did you warn her you were go to shoot or did you just come off and let her worri,roth
7137,7138,and where were all your cloth on the couch,on the floor,roth
7139,7140,exactli where,i want detail,roth
7141,7142,detail,actual detail,roth
7143,7144,who took off her brassier who took off her panties her panties did you,when she wa down there blow babalu did she have anyth on at all,roth
7145,7146,what happen when you came insid her,mandel clarifi someth that i have to know do they come,roth
7147,7148,stuff,or do they just moan a lot or what,roth
7149,7150,what is it like,befor i go out of my head,roth
7151,7152,i have to know what it s like,it look like the work of an eightyearoldit nearli drove me crazi,roth
7153,7154,noth capit noth punctuatedonli those overs irregular letter of her slant downward along the page then dribbl off,and that spell,roth
7155,7156,you know as in mr,clean two out of three time it begin with the letter k k,roth
7157,7158,or deir,and that veri first time thi i love dir,roth
7159,7160,i,r,roth
7161,7162,alreadi two month had pass sinc the pickup on,correct,roth
7163,7164,in the degrad essay there is that phrase current of feel,and in mani instanc thi just doe nt happen sad to say,roth
7165,7166,question am i to consid myself one of the fragment multitud,what do you think doc,roth
7167,7168,ha a restrict so pathet been laid upon my object choic,ye but if so if so how then explain that weekend in vermont,roth
7169,7170,becaus down went the dam of the incest barrier or so it seem,and swoosh there wa sensual feel mingl with the purest deepest stream of tender i ve ever known,roth
7171,7172,and in her as well,she even said as much,roth
7173,7174,what exactli transpir,well we drove mostli,roth
7175,7176,oh and the rent car,we flew to rutland and rent a convert,roth
7177,7178,a third of a centuri as an american boy and thi wa the first convert i had ever driven myself,know whi,roth
7179,7180,insur compani are nt in busi to lose moneywhen they say someth alex it s true,he say baﬄe and tear over my immin departur from home,roth
7181,7182,promis plum that you ll never ride in a convert,such a small thing what will it hurt you to promis,roth
7183,7184,you ll look up howard sugannan sylvia s nephew,a love boy and presid of the hillel,roth
7185,7186,he ll show you around,plum darl light of the world you rememb your cousin heshi the tortur he gave himself and hi famili with that girl,roth
7187,7188,you rememb,pleas do we have to say ani more,roth
7189,7190,do nt give yourself away cheap,do nt throw a brilliant futur away on an absolut noth,roth
7191,7192,do we,you re a babi yet sixteen year old and graduat high school,roth
7193,7194,that s a babi alex,so i do nt think we have to say ani more not to a boy as smart as you,roth
7195,7196,you must not plung yourself into a live hell,we know,roth
7197,7198,we have live,we have seen,roth
7199,7200,they are anoth breed of human be entir,you will be torn asund,roth
7201,7202,he ll introduc you at the hillel,do nt run first thing to a blondi pleas,roth
7203,7204,she ll eat me up aliv,ah but we have our reveng we brilliant babi boy us plum,roth
7205,7206,you know the joke of coursemilti the gi telephon from japan,momma he say it s milton i have good news,roth
7207,7208,i found a wonder japanes girl and we were marri today,so say the mother bring her of cours,roth
7209,7210,where,whi in the bed,roth
7211,7212,where els should you sleep with your bride,but then where will you sleep if we sleep in the bed,roth
7213,7214,i m kill myself,what an innoc our milti,roth
7215,7216,how stun he must be over there in yokohama to hear hi mother come up with such a statement,sweet passiv milton you would nt hurt a fli would you tateleh,roth
7217,7218,so you let the geisha girl do it for you,smart milti smart,roth
7219,7220,from the geisha girl milti she ll plotz,ha ha,roth
7221,7222,you did it miltaleh and without even lift a finger,let the shiks do the kill for you,roth
7223,7224,you you re just an innoc bystand,caught in the crossfir,roth
7225,7226,a victim right milt,love is nt it the busi of the bed,roth
7227,7228,when we arriv at the inn in dorset i remind her to slip one of her halfdozen ring onto the appropri finger,and mr,roth
7229,7230,arnold mandel,arnold she call,roth
7231,7232,i turn ye dear,we simpli must take back with us some mapl syrup for mother mandel,roth
7233,7234,what a night,oh i ca nt get enough of you,roth
7235,7236,she cri,am i a nymphomaniac or is it the wed ring,roth
7237,7238,oh it s someth,i feel i feel so crazi,roth
7239,7240,and so tenderso wildli tender with you,oh babi,roth
7241,7242,and i m so happi,the monkey snuggl,roth
7243,7244,what am i tri to commun,just that we began to feel someth,roth
7245,7246,feel feel,and without ani diminish of sexual appetit,roth
7247,7248,she wa nestl down in my lap eye still close my soften member up against her cheek like a littl chick,you ll understand thi one,roth
7249,7250,it s about fuck,a swan fuck a beauti girl,roth
7251,7252,she look up bat her fals eyelash,oh goodi,roth
7253,7254,but it s a seriou poem,well she said lick my prick it s a seriou offens,roth
7255,7256,oh irresist witti southern bellesespeci when they re long the way you are,do nt bullshit me portnoy,roth
7257,7258,recit the dirti poem,where she ask did you learn someth like that,roth
7259,7260,shhh,hey,roth
7261,7262,she cri,thigh,roth
7263,7264,that s it i said,paus,roth
7265,7266,who wrote it,snide,roth
7267,7268,you,an irish poet i said lame,roth
7269,7270,she said,and where did you learn it at hi knee,roth
7271,7272,i did nt know you wa irish,in colleg babi,roth
7273,7274,from a girl i knew in colleg,also taught me the forc that through the green fuse drive the flower,roth
7275,7276,whi not let her be what she is,what an idea,roth
7277,7278,love her as she is,well said the monkey still play truck driver i never been to colleg myself,roth
7279,7280,know what i did when i wa fifteen,sent a lock of my snatchhair off in an envelop to marion brando,roth
7281,7282,silenc,while we tri to figur out what two such unlik peopl are do togetherin vermont yet,roth
7283,7284,then she say okay what s agamemnon,so i explain to the best of my abil,roth
7285,7286,zeu agamemnon clytemnestra helen pari troy,oh i feel like a shitand a fake,roth
7287,7288,but she s marvel,okaynow say it all again,roth
7289,7290,you seriou,i m seriou,roth
7291,7292,again,but for christ s sake slow,roth
7293,7294,the leav in fact are fall into the car,not stupid at all,roth
7295,7296,even if i did pick her up in the street,when i finish you know what she doe,roth
7297,7298,take hold of my hand draw my finger up between her leg,feel,roth
7299,7300,it made my pussi all wet,sweetheart,roth
7301,7302,you understood the poem,i spose i deed,roth
7303,7304,cri scarlett ohara,then hey i did,roth
7305,7306,i understood a poem,and with your cunt no less,roth
7307,7308,my breakthroughbabi,you re turn thi twat into a geniu,roth
7309,7310,idyl no,under the red and yellow leav like that,roth
7311,7312,in the room at woodstock while i shave for dinner she soak herself in hot water and sardo,yi,roth
7313,7314,thank god for that gym class she goe to,what a deal,roth
7315,7316,and yet it turn out that she is also a human beingy she give everi indic that thi may be so,who can be love,roth
7317,7318,but by me,whi not,roth
7319,7320,realli,whi not,roth
7321,7322,you know someth she say to me from the tub my littl hole s so sore it can hardli breath,poor hole,roth
7323,7324,how you doin,arn,roth
7325,7326,she ask later when the light were out,thi is fun is nt it,roth
7327,7328,it s like be eighti,or eight i said,roth
7329,7330,arnold no,dure the night i awaken and drew her toward me,roth
7331,7332,pleas she moan i m save myself for my husband,that doe nt mean shit to a swan ladi,roth
7333,7334,oh pleas pleas do fuck offfeel my feather,a jewswan,roth
7335,7336,hey,she cri and grab at my nose with the other hand,roth
7337,7338,i just understood more poem,did nt i,roth
7339,7340,christ you are a marvel girl,that took her breath away,roth
7341,7342,oh am i,ye,roth
7343,7344,am i,ye,roth
7345,7346,ye,ye,roth
7347,7348,now can i fuck you,oh sweetheart darl cri the monkey pick a hole ani hole,roth
7349,7350,i m your,after breakfast we walk around woodstock with the monkey s paint cheek glu to the arm of my jacket,roth
7351,7352,we start for home late in the afternoon drive all the way to new york so that the weekend would last longer,would nt it be nice she said not to have to go back,roth
7353,7354,would nt it be nice someday to live in the countri with somebodi you realli like,would nt it be nice just to get up all full of energi when it got light and go to sleep dogtir when it got dark,roth
7355,7356,would nt it be nice to just not think about yourself for whole day whole week whole month at a stretch,time pass,roth
7357,7358,she whistl,would nt that be someth,roth
7359,7360,what now,to be grownup,roth
7361,7362,you know,amaz i said,roth
7363,7364,what is,almost three day and i have nt heard the hillbilli routin the bettyboopdumbcunt routin the teenybopp biti wa extend a compliment she got insult,roth
7365,7366,they re not bit man they re not routinesthey re me,commission,roth
7367,7368,i wa onli say you re smarter than you let on when you act like a broad that s all,bullshit,roth
7369,7370,it s just practic humanli imposs for anybodi to be as stupid as you think i am,and the weekend might as well not have happen,roth
7371,7372,she knew all the word to all the song,yeah yeah yeah yeah yeah yeah,roth
7373,7374,a remark perform a tribut to the cerebellum,at dark i pull into a howard johnson s,roth
7375,7376,like let s eat i said,like food,roth
7377,7378,like nourish man,look she said mayb i do nt know what i am but you do nt know what you want me to be either,roth
7379,7380,and do nt forget that,groovi man,roth
7381,7382,prick,do nt you see what my life is,roth
7383,7384,you think i like be nobodi,you think i m crazi about my hollow life,roth
7385,7386,i hate it,i do nt ever want to go back to that sewer,roth
7387,7388,i want to live in vermont commission,i want to be mr,roth
7389,7390,somebodyicanlookupto,and admir,roth
7391,7392,and listen to,she wa cri,roth
7393,7394,someon who wo nt tri to fuckup my head,oh i think i love you alex,roth
7395,7396,i realli think i do,oh but a lot of good that s go to do me,roth
7397,7398,in other word did i think mayb i love her,answer no,roth
7399,7400,what i thought thi ll amus you what i thought wa nt do i love her,or even could i love her,roth
7401,7402,rather should i love her,insid the restaur the best i could do wa say that i want her to come with me to the mayor s formal dinner parti,roth
7403,7404,arnold let s have an affair okay,mean,roth
7405,7406,oh do nt be cautiou,mean what do you think,roth
7407,7408,an affair,you bang just me and i bang just you,roth
7409,7410,and that s it,and also i telephon a lot dure the day,roth
7411,7412,it s a hangupca nt i say hangup either,okay it s a compuls,roth
7413,7414,okay,all i mean is like i ca nt help it,roth
7415,7416,i mean i m go to call your offic a lot,becaus i like everybodi to know i belong to somebodi,roth
7417,7418,that s what i ve learn from the fifti thousand dollar i ve hand over to that shrink,is thi coher,roth
7419,7420,oh breaki i ador you,now anyway,roth
7421,7422,hey she whisper want to smell something someth stagger,a moment later she pass her fingertip over to me,roth
7423,7424,my sin babi said the monkey straight from the pickl barrel,and for you,roth
7425,7426,onli you,so go ahead love her,roth
7427,7428,be brave,here is fantasi beg you to make it real,roth
7429,7430,so erot,so wanton,roth
7431,7432,so gorgeou,where we walk togeth peopl stare men covet and women whisper,roth
7433,7434,who wa in la dolc vita,vaniti,roth
7435,7436,whi not,where appetit is concern a man in hi thirti is respons to no one but himself,roth
7437,7438,you want to take,you take,roth
7439,7440,debauch a littl bit for christ s sake,stop deni yourself,roth
7441,7442,ah but there is let us bow our head there is my digniti to consid my good name,what peopl will think,roth
7443,7444,what i will think,doctor thi girl onc did it for money,roth
7445,7446,money,ye,roth
7447,7448,i believ they call that prostitut,anyway she answer i have,roth
7449,7450,i press for the name of the movi but she claim to have forgotten say it wa never made,a girl,roth
7451,7452,a girl friend,i just wa,roth
7453,7454,she and thi other girl stop off to see la vega,so he offer her three hundreddollar bill,roth
7455,7456,and you took it,i ask,roth
7457,7458,i wa twenti year old,to see what it felt like that s all,roth
7459,7460,and what did it feel like mari jane,i do nt rememb,roth
7461,7462,noth,it did nt feel like anyth,roth
7463,7464,well what do you think,but do you buy that,roth
7465,7466,should i,oh jesu,roth
7467,7468,not the highmind civillibertarian,let s face it whore or no whore thi is a clearcut tootsi right,roth
7469,7470,thi is what my father use to call a chippi,of cours,roth
7471,7472,and can i bring home a chippi,doctor,roth
7473,7474,momma poppa thi is my wife the chippi,is nt she a wild piec of ass,roth
7475,7476,the bathroom door will swing open unlock,a laughingstock at last,roth
7477,7478,a bad boy,welcom,roth
7479,7480,you realli distinguish yourselv all right,it s no devil in the proper sens it s fat warshaw the reb,roth
7481,7482,my stout and pompou spiritu leader,rabbi rever,roth
7483,7484,let me through,let me touch,roth
7485,7486,and how,now he say to me with the mental of a pimp,roth
7487,7488,what is to him the height of human experi,walk into a restaur with a longleg kurveh on hi arm,roth
7489,7490,an easi lay in a bodi stock,oh pleas re ver,roth
7491,7492,i m a big boy nowso you can knock off the rabbin righteous,i happen to prefer beauti and sexi to ugli and ici so what s the tragedi,roth
7493,7494,whi dress me up like a la vega hood,whi chain me to a toilet bowl for etern,roth
7495,7496,for love a sauci girl,love,roth
7497,7498,you,selflov boychick that s how i spell it,roth
7499,7500,with a capit self,your heart is an empti refriger,roth
7501,7502,your blood flow in cube,what you did with your promis,roth
7503,7504,disgust,love,roth
7505,7506,spell lust,spell self,roth
7507,7508,sure,no,roth
7509,7510,ye,that s the onli part you ever felt a stir in your life,roth
7511,7512,you whiner,whi you have been stuck on yourself sinc the first grade for christ s sake,roth
7513,7514,have not,have,roth
7515,7516,have,thi is the bottom truth friend,roth
7517,7518,suffer mankind do nt mean shit to you,that s a blind buddi and do nt you kid yourself otherwis,roth
7519,7520,look you call out to your brethren look what i m stick my dicki intolook who i m fuck a fiftyfoot fashion model,oh boy ai nt that a human triumph hub,roth
7521,7522,onli how about look what i m love portnoy,pleas do nt you read the new york time,roth
7523,7524,and befor that a congression committe,i do nt,roth
7525,7526,now i have been appointeddo nt you read the paper i am now assist commission of human opportun,prepar a special report on bia in the build trades bullshit,roth
7527,7528,commission of cunt that s who you are,uh you jerkoff artist,roth
7529,7530,you case of arrest develop,all is vaniti portnoy but you realli take the cake,roth
7531,7532,and all of it right down the drain,what,roth
7533,7534,and spendingmoney your father sent yet to antioch collegethat the man could hardli aﬀord,what s wrong they didwhat s good you accomplish all on your own,roth
7535,7536,you ignoramu,you icebox heart,roth
7537,7538,whi are you chain to a toilet,ill tell you whi poetic justic,roth
7539,7540,so you can pull your peter till the end of time,go ahead pull off commission that s all you ever realli gave your heart to anyway your stink putz,roth
7541,7542,i arriv in my tuxedo while she is still in the shower,i warn her of thi through the shower curtain,roth
7543,7544,whi would anyon want to do that,she say,roth
7545,7546,all my money s in the bank,that s not a satisfactori repli i answer and retreat to the live room tri not to be vex,roth
7547,7548,ha a child been here i wonder,no no i am just face to face with my first specimen of the monkey s handwrit,roth
7549,7550,though at first glanc i imagin it must be a note from the clean ladi,must,roth
7551,7552,whi must,becaus she s mine,roth
